micros,encoder
2878840.00,	 5.0000000000
2882236.00,	 5.0000000000
2885644.00,	 6.0000000000
2889036.00,	 5.0000000000
2892424.00,	 6.0000000000
2895824.00,	 7.0000000000
2899220.00,	 5.0000000000
2902612.00,	 6.0000000000
2906016.00,	 6.0000000000
2909416.00,	 4.0000000000
2912808.00,	 6.0000000000
2916208.00,	 4.0000000000
2919616.00,	 7.0000000000
2923012.00,	 9.0000000000
2926416.00,	 4.0000000000
2929820.00,	 5.0000000000
2933212.00,	 6.0000000000
2936616.00,	 5.0000000000
2940020.00,	 6.0000000000
2943412.00,	 2.0000000000
2946816.00,	 5.0000000000
2950224.00,	 8.0000000000
2953620.00,	 5.0000000000
2957020.00,	 8.0000000000
2960424.00,	 8.0000000000
2963812.00,	 5.0000000000
2967208.00,	 5.0000000000
2970612.00,	 7.0000000000
2974008.00,	 10.0000000000
2977436.00,	 5.0000000000
2980832.00,	 6.0000000000
2984228.00,	 6.0000000000
2987624.00,	 5.0000000000
2991028.00,	 7.0000000000
2994424.00,	 5.0000000000
2997816.00,	 8.0000000000
3001220.00,	 6.0000000000
3004624.00,	 7.0000000000
3008020.00,	 7.0000000000
3011420.00,	 7.0000000000
3014828.00,	 4.0000000000
3018228.00,	 5.0000000000
3021632.00,	 6.0000000000
3025036.00,	 7.0000000000
3028432.00,	 6.0000000000
3031836.00,	 5.0000000000
3035244.00,	 6.0000000000
3038640.00,	 9.0000000000
3042044.00,	 7.0000000000
3045448.00,	 6.0000000000
3048840.00,	 6.0000000000
3052236.00,	 7.0000000000
3055640.00,	 9.0000000000
3059032.00,	 7.0000000000
3062428.00,	 5.0000000000
3065828.00,	 8.0000000000
3069224.00,	 9.0000000000
3072616.00,	 5.0000000000
3076016.00,	 7.0000000000
3079416.00,	 4.0000000000
3082808.00,	 7.0000000000
3086212.00,	 4.0000000000
3089616.00,	 7.0000000000
3093008.00,	 7.0000000000
3096408.00,	 7.0000000000
3099816.00,	 7.0000000000
3103216.00,	 6.0000000000
3106620.00,	 8.0000000000
3110028.00,	 8.0000000000
3113424.00,	 4.0000000000
3116828.00,	 7.0000000000
3120232.00,	 3.0000000000
3123628.00,	 6.0000000000
3127032.00,	 10.0000000000
3130472.00,	 6.0000000000
3133864.00,	 8.0000000000
3137268.00,	 6.0000000000
3140676.00,	 5.0000000000
3144068.00,	 5.0000000000
3147468.00,	 10.0000000000
3150908.00,	 5.0000000000
3154300.00,	 6.0000000000
3157700.00,	 6.0000000000
3161104.00,	 10.0000000000
3164532.00,	 9.0000000000
3167920.00,	 7.0000000000
3171336.00,	 7.0000000000
3174728.00,	 10.0000000000
3178152.00,	 9.0000000000
3181560.00,	 9.0000000000
3184960.00,	 9.0000000000
3188352.00,	 5.0000000000
3191756.00,	 7.0000000000
3195156.00,	 9.0000000000
3198552.00,	 8.0000000000
3201956.00,	 6.0000000000
3205352.00,	 8.0000000000
3208744.00,	 9.0000000000
3212144.00,	 8.0000000000
3215544.00,	 9.0000000000
