micros,encoder
2590864.00,	 1.0000000000
2594260.00,	 1.0000000000
2597664.00,	 0.0000000000
2601100.00,	 16383.0000000000
2604652.00,	 1.0000000000
2608056.00,	 16383.0000000000
2611620.00,	 0.0000000000
2615056.00,	 16383.0000000000
2618624.00,	 0.0000000000
2622048.00,	 16383.0000000000
2625620.00,	 0.0000000000
2629044.00,	 0.0000000000
2632480.00,	 1.0000000000
2635884.00,	 1.0000000000
2639280.00,	 2.0000000000
2642684.00,	 0.0000000000
2646116.00,	 0.0000000000
2649540.00,	 0.0000000000
2652972.00,	 2.0000000000
2656380.00,	 0.0000000000
2659800.00,	 1.0000000000
2663208.00,	 16383.0000000000
2666776.00,	 0.0000000000
2670200.00,	 0.0000000000
2673636.00,	 16383.0000000000
2677200.00,	 0.0000000000
2680632.00,	 2.0000000000
2684036.00,	 1.0000000000
2687432.00,	 3.0000000000
2690836.00,	 16383.0000000000
2694408.00,	 0.0000000000
2697832.00,	 16383.0000000000
2701408.00,	 2.0000000000
2704804.00,	 3.0000000000
2708208.00,	 0.0000000000
2711644.00,	 1.0000000000
2715040.00,	 0.0000000000
2718472.00,	 0.0000000000
2721908.00,	 16382.0000000000
2725464.00,	 0.0000000000
2728896.00,	 1.0000000000
2732300.00,	 1.0000000000
2735692.00,	 2.0000000000
2739096.00,	 0.0000000000
2742528.00,	 0.0000000000
2745952.00,	 1.0000000000
2749356.00,	 1.0000000000
2752756.00,	 1.0000000000
2756152.00,	 1.0000000000
2759556.00,	 0.0000000000
2762996.00,	 0.0000000000
2766420.00,	 0.0000000000
2769856.00,	 0.0000000000
2773288.00,	 4.0000000000
2776680.00,	 1.0000000000
2780080.00,	 1.0000000000
2783484.00,	 0.0000000000
2786912.00,	 0.0000000000
2790344.00,	 16383.0000000000
2793908.00,	 1.0000000000
2797316.00,	 1.0000000000
2800724.00,	 3.0000000000
2804120.00,	 2.0000000000
2807524.00,	 2.0000000000
2810932.00,	 0.0000000000
2814356.00,	 16383.0000000000
2817924.00,	 0.0000000000
2821360.00,	 0.0000000000
2824784.00,	 3.0000000000
2828188.00,	 0.0000000000
2831620.00,	 2.0000000000
2835012.00,	 2.0000000000
2838416.00,	 0.0000000000
2841848.00,	 16383.0000000000
2845404.00,	 2.0000000000
2848812.00,	 1.0000000000
2852204.00,	 0.0000000000
2855628.00,	 0.0000000000
2859064.00,	 0.0000000000
2862488.00,	 16383.0000000000
2866056.00,	 3.0000000000
2869464.00,	 16383.0000000000
2873020.00,	 0.0000000000
2876456.00,	 0.0000000000
2879880.00,	 2.0000000000
2883284.00,	 0.0000000000
2886720.00,	 2.0000000000
2890112.00,	 16383.0000000000
2893676.00,	 2.0000000000
2897084.00,	 0.0000000000
2900516.00,	 16383.0000000000
2904088.00,	 1.0000000000
2907484.00,	 0.0000000000
2910912.00,	 0.0000000000
2914348.00,	 0.0000000000
2917776.00,	 16383.0000000000
2921344.00,	 3.0000000000
2924748.00,	 16383.0000000000
2928304.00,	 0.0000000000
2931740.00,	 1.0000000000
2935136.00,	 16383.0000000000
2938696.00,	 1.0000000000
2942104.00,	 0.0000000000
2945528.00,	 1.0000000000
2948932.00,	 1.0000000000
2952340.00,	 1.0000000000
2955732.00,	 2.0000000000
2959136.00,	 16383.0000000000
2962708.00,	 1.0000000000
2966104.00,	 16383.0000000000
2969676.00,	 0.0000000000
2973100.00,	 0.0000000000
2976536.00,	 0.0000000000
2979976.00,	 16383.0000000000
2983532.00,	 0.0000000000
2986964.00,	 16381.0000000000
2990528.00,	 1.0000000000
2993936.00,	 1.0000000000
2997348.00,	 16383.0000000000
3000904.00,	 2.0000000000
3004304.00,	 0.0000000000
3007736.00,	 1.0000000000
3011132.00,	 16382.0000000000
3014704.00,	 2.0000000000
3018100.00,	 3.0000000000
3021496.00,	 0.0000000000
3024932.00,	 16383.0000000000
3028488.00,	 1.0000000000
3031892.00,	 16383.0000000000
3035464.00,	 4.0000000000
3038856.00,	 1.0000000000
3042260.00,	 1.0000000000
3045660.00,	 0.0000000000
3049084.00,	 0.0000000000
3052516.00,	 1.0000000000
3055920.00,	 1.0000000000
3059320.00,	 2.0000000000
3062724.00,	 0.0000000000
3066156.00,	 0.0000000000
3069584.00,	 16382.0000000000
3073156.00,	 0.0000000000
3076580.00,	 16383.0000000000
3080148.00,	 2.0000000000
3083548.00,	 1.0000000000
3086944.00,	 0.0000000000
3090380.00,	 2.0000000000
3093780.00,	 1.0000000000
3097176.00,	 16381.0000000000
3100748.00,	 1.0000000000
3104144.00,	 0.0000000000
3107576.00,	 2.0000000000
3110984.00,	 1.0000000000
3114380.00,	 0.0000000000
3117816.00,	 0.0000000000
3121252.00,	 0.0000000000
3124680.00,	 16383.0000000000
3128248.00,	 0.0000000000
3131680.00,	 1.0000000000
3135080.00,	 0.0000000000
3138516.00,	 0.0000000000
3141948.00,	 0.0000000000
3145372.00,	 16382.0000000000
3148940.00,	 16383.0000000000
3152496.00,	 0.0000000000
3155928.00,	 16383.0000000000
3159492.00,	 1.0000000000
3162900.00,	 1.0000000000
3166312.00,	 0.0000000000
3169740.00,	 0.0000000000
3173172.00,	 1.0000000000
3176580.00,	 0.0000000000
3180004.00,	 16383.0000000000
3183572.00,	 16383.0000000000
3187136.00,	 1.0000000000
3190544.00,	 0.0000000000
3193984.00,	 0.0000000000
3197408.00,	 2.0000000000
3200812.00,	 16383.0000000000
3204380.00,	 16383.0000000000
3207932.00,	 0.0000000000
3211368.00,	 1.0000000000
