force,angle
3.0030,-14.8461
3.0108,-15.0878
3.0202,-15.1537
3.0325,-15.2855
3.0414,-15.6371
3.0502,-15.7909
3.0603,-16.0106
3.0695,-16.2303
3.0787,-16.4061
3.0874,-16.4940
3.0946,-16.7137
3.1041,-16.8895
3.1122,-17.0873
3.1222,-17.3290
3.1338,-17.6805
3.1468,-17.9003
3.1603,-18.0760
3.1713,-18.2079
3.1813,-18.2738
3.1900,-18.5594
3.1991,-18.7792
3.2087,-18.9330
3.2171,-19.1747
3.2270,-19.3724
3.2383,-19.5921
3.2490,-19.8338
3.2604,-19.8998
3.2704,-20.1634
3.2795,-20.2513
3.2889,-20.5150
3.2977,-20.7567
3.3085,-20.8666
3.3193,-20.9984
3.3280,-20.9764
3.3337,-20.9545
3.3288,-21.2181
3.3316,-21.4159
3.3472,-21.4379
3.3528,-21.5477
3.3604,-21.6796
3.3724,-21.9212
3.3805,-22.0751
3.3884,-22.4046
3.3991,-22.3168
3.4099,-22.5585
3.4175,-22.9100
3.4296,-23.0199
3.4416,-23.3934
3.4574,-23.5253
3.4685,-23.5692
3.4776,-23.6791
3.4862,-23.7670
3.4939,-23.8768
3.5027,-24.0526
3.5100,-24.1405
3.5179,-24.3382
3.5257,-24.4481
3.5359,-24.6898
3.5509,-24.7337
3.5639,-24.8216
3.5753,-24.9315
3.5855,-25.1293
3.5958,-25.1732
3.6042,-25.3050
3.6136,-25.3929
3.6220,-25.3929
3.6280,-25.3270
3.6285,-25.3710
3.6261,-25.2611
3.6245,-25.2611
3.6211,-25.3050
3.6122,-25.4149
3.6037,-25.2831
3.5993,-25.3270
3.5923,-25.3270
3.5800,-25.2831
3.5625,-25.1952
3.5500,-25.1952
3.5385,-25.2171
3.5263,-25.1732
3.5105,-25.1512
3.4937,-24.9754
3.4802,-24.9754
3.4701,-24.8656
3.4586,-24.6678
3.4483,-24.6459
3.4410,-24.5140
3.4349,-24.4481
3.4291,-24.3382
3.4231,-24.2284
3.4180,-24.0306
3.4116,-24.0087
3.4063,-23.9427
3.3998,-23.8988
3.3952,-23.7889
3.3907,-23.6791
3.3842,-23.5033
3.3779,-23.3495
3.3718,-23.0638
3.3632,-23.0858
3.3538,-22.9540
3.3447,-22.8441
3.3388,-22.8002
3.3344,-22.4925
3.3258,-22.3168
3.3177,-22.2728
3.3107,-22.0970
3.3022,-21.8773
3.2937,-21.6576
3.2847,-21.3719
3.2735,-21.1302
3.2607,-21.0863
3.2497,-20.9545
3.2411,-20.8666
3.2345,-20.7787
3.2278,-20.5809
3.2205,-20.4711
3.2138,-20.2074
3.2044,-19.9217
3.1944,-19.8558
3.1854,-19.6800
3.1764,-19.4603
3.1672,-19.2845
3.1573,-19.0868
3.1481,-18.9549
3.1399,-18.7352
3.1302,-18.5814
3.1214,-18.4715
3.1116,-18.2079
3.1032,-18.1639
3.0986,-17.9881
3.0915,-17.9222
3.0849,-17.8563
3.0786,-17.7025
3.0743,-17.5926
3.0672,-17.4388
3.0605,-17.3949
3.0555,-17.2850
3.0507,-17.1752
3.0459,-17.0213
3.0408,-17.0433
3.0372,-17.0213
3.0350,-16.9115
3.0316,-16.8236
3.0279,-16.6478
3.0219,-16.5160
3.0163,-16.3402
3.0090,-16.2962
3.0029,-16.2084
2.9976,-16.0765
2.9920,-15.9227
2.9870,-15.9447
2.9820,-15.9007
2.9775,-15.6371
2.9724,-15.5052
2.9672,-15.3734
2.9617,-15.2635
2.9572,-15.1976
2.9512,-15.0658
2.9470,-14.9339
2.9407,-14.7362
2.9327,-14.5824
2.9258,-14.3187
2.9161,-14.1210
2.9073,-13.9232
2.8971,-13.7254
2.8877,-13.5716
2.8819,-13.5277
2.8768,-13.3739
2.8685,-13.1322
2.8603,-12.9784
2.8540,-12.9784
2.8462,-12.8026
2.8393,-12.6708
2.8349,-12.5829
2.8284,-12.4730
2.8250,-12.3412
2.8186,-12.1654
2.8130,-12.0336
2.8056,-12.0336
2.8010,-11.7699
2.7955,-11.7040
2.7898,-11.6600
2.7850,-11.5282
2.7798,-11.5062
2.7768,-11.4623
2.7727,-11.1107
2.7664,-11.0008
2.7607,-10.6493
2.7527,-10.4735
2.7418,-10.2098
2.7298,-10.0780
2.7223,-10.1000
2.7168,-9.8143
2.7095,-9.6825
2.7014,-9.3749
2.6929,-9.2650
2.6843,-9.1771
