force,angle
9.3546,-12.3262
9.4593,-12.4580
9.5402,-12.8315
9.5950,-13.0513
9.6577,-13.3589
9.7261,-13.4907
9.7997,-13.9521
9.8725,-14.1279
9.9661,-14.3476
10.0452,-14.5234
10.0925,-14.8310
10.1410,-14.9189
10.2019,-15.1167
10.2575,-15.1826
10.3155,-15.4243
10.3708,-15.5122
10.4239,-15.6221
10.4833,-15.9736
10.5413,-15.9516
10.6141,-16.2153
10.7031,-16.3911
10.8109,-16.5010
10.8995,-16.5449
10.9664,-16.7427
11.0327,-16.8086
11.1088,-16.8525
11.1630,-17.0063
11.2127,-17.0942
11.2682,-17.1162
11.3099,-17.2041
11.3342,-17.3359
11.3633,-17.4458
11.3927,-17.4018
11.4175,-17.4018
11.4369,-17.5996
11.4575,-17.6655
11.4762,-17.6435
11.4933,-17.6875
11.5158,-17.9292
11.5384,-17.9512
11.5555,-18.0171
11.5812,-18.1489
11.5996,-18.1929
11.6003,-18.6982
11.4569,-18.4565
11.0399,-18.4126
10.6891,-18.4126
10.6335,-18.2807
10.6167,-18.1269
10.5097,-18.1050
10.4429,-17.9512
10.4093,-17.7534
10.3361,-17.1382
10.2037,-16.3691
9.9541,-15.8638
9.6586,-15.2925
9.4484,-14.8970
9.3138,-14.3257
9.1952,-13.8203
9.0715,-13.3369
8.9397,-12.8096
8.8130,-12.4360
8.7003,-12.1064
8.6117,-11.7988
8.5351,-11.5132
8.4609,-11.1836
8.3913,-10.8540
8.3188,-10.6343
8.2541,-10.2827
8.1874,-9.9751
8.1161,-9.6675
8.0415,-9.2060
7.9666,-8.7007
7.8849,-8.5029
7.8046,-8.2173
7.7350,-7.8657
7.6621,-7.5581
7.5866,-7.3823
7.5207,-7.1406
7.4687,-6.9429
7.4109,-6.7451
7.3597,-6.4375
7.3145,-6.3056
7.2611,-5.9321
7.2043,-5.6245
7.1418,-5.5805
7.0813,-5.3608
7.0343,-5.1411
6.9966,-4.9653
6.9503,-4.8555
6.8995,-4.6577
6.8515,-4.3721
6.7904,-4.1084
6.7178,-4.1304
6.6627,-4.0644
6.6253,-3.8887
6.5774,-3.6909
6.5290,-3.6030
6.4880,-3.5810
6.4452,-3.2514
6.3828,-3.1855
6.3097,-3.2514
6.2495,-3.1196
6.1885,-2.8999
6.1226,-2.9658
6.0679,-2.7021
6.0084,-2.6362
5.9167,-2.6142
5.8795,-2.5703
5.8739,-2.4824
5.8097,-2.3725
5.6729,-2.2627
5.4789,-2.1528
5.2871,-2.0430
5.0928,-1.8891
4.8454,-1.8672
4.5366,-1.7353
4.2266,-1.7353
3.9170,-1.7134
3.6068,-1.6914
3.3088,-1.5596
3.0082,-1.5815
2.7013,-1.5376
2.4105,-1.5156
2.1866,-1.5156
1.9682,-1.4936
1.7471,-1.4936
1.5803,-1.5156
1.4528,-1.4717
1.3572,-1.4936
1.2877,-1.4497
1.2120,-1.4497
1.1232,-1.3838
1.0446,-1.3398
1.0243,-1.3618
1.0547,-1.2739
1.1085,-1.3618
1.1376,-1.4057
1.1651,-1.3179
1.1867,-1.2959
1.1902,-1.3618
1.1954,-1.3398
1.1733,-1.2080
1.1252,-1.2300
1.0744,-1.2959
1.0875,-1.2519
1.1295,-1.0981
1.2033,-1.1640
1.3043,-1.1860
1.4461,-1.2300
1.7784,-1.2959
2.4022,-1.4497
3.1404,-1.4497
3.7809,-1.6255
4.2898,-1.6914
4.6749,-1.8013
5.0255,-1.9111
5.3761,-1.9551
5.6770,-2.0430
5.8655,-2.1968
6.0033,-2.5264
6.1872,-2.4824
6.3739,-2.7241
6.5115,-3.0317
6.6171,-3.2075
6.7060,-3.3613
6.7624,-3.2954
6.7556,-2.9438
6.5587,-2.5044
6.2090,-2.1528
5.8317,-2.0210
5.3719,-1.9770
4.8697,-1.6914
4.3180,-1.6914
3.7481,-1.6474
3.0120,-1.4936
2.3493,-1.5596
1.8508,-1.5596
1.3874,-1.4936
1.0206,-1.0322
0.7180,-0.9223
0.4614,-0.8784
0.3095,-0.7905
0.2351,-0.8125
0.1537,-0.7246
0.0662,-0.7246
0.0103,-0.7905
0.0002,-0.7466
0.0002,-0.6587
-0.0016,-0.7685
-0.0025,-0.7905
-0.0023,-0.6367
-0.0018,-0.7685
-0.0028,-0.7685
-0.0026,-0.7026
-0.0023,-0.8125
-0.0037,-0.7026
-0.0017,-0.7026
-0.0011,-0.7026
-0.0026,-0.7905
-0.0022,-0.7905
-0.0015,-0.7246
-0.0012,-0.7026
-0.0035,-0.7466
-0.0034,-0.7466
-0.0021,-0.7026
-0.0009,-0.7246
-0.0013,-0.7905
-0.0014,-0.7685
-0.0017,-0.7685
-0.0018,-0.7905
-0.0013,-0.7246
-0.0008,-0.7246
-0.0003,-0.7466
-0.0005,-0.7246
-0.0012,-0.8345
-0.0017,-0.6806
-0.0017,-0.6587
-0.0008,-0.7246
-0.0006,-0.7026
-0.0006,-0.7685
-0.0016,-0.6806
-0.0019,-0.7026
-0.0006,-0.7685
0.0002,-0.7026
-0.0003,-0.7026
-0.0004,-0.7026
0.0004,-0.8345
-0.0004,-0.6587
-0.0015,-0.6806
-0.0011,-0.7026
-0.0006,-0.7026
0.0000,-0.7246
0.0001,-0.7905
-0.0013,-0.7466
-0.0014,-0.7466
-0.0003,-0.7905
0.0002,-0.6367
0.0001,-0.6147
-0.0003,-0.7905
0.0005,-0.6806
0.0006,-0.7905
-0.0011,-0.6587
-0.0019,-0.7246
-0.0020,-0.6587
0.0006,-0.5708
0.0180,-0.7246
0.0631,-0.8125
0.2137,-0.8784
0.5842,-1.5376
1.0181,-1.9331
1.4704,-2.1308
2.0862,-2.2847
2.8348,-2.5044
3.4772,-2.3945
4.1054,-2.3945
4.7936,-2.2187
5.4274,-2.3725
5.9377,-2.6142
6.2433,-3.2734
6.4723,-3.5151
6.6977,-3.5591
6.7738,-3.6250
6.7043,-3.8667
6.7723,-4.4160
6.9478,-4.3501
6.9940,-4.0864
6.8359,-4.1084
6.7047,-4.2622
6.7925,-4.1963
6.8995,-3.6030
6.7643,-2.8120
6.3029,-2.2627
5.5136,-2.0430
4.3895,-1.9111
3.0303,-1.9111
1.7503,-1.8013
0.7720,-1.7793
0.1679,-1.7134
-0.0164,-1.7134
-0.0347,-1.8232
-0.0403,-1.7573
-0.0443,-1.7573
-0.0315,-1.7573
-0.0084,-1.7793
0.0009,-1.8452
-0.0022,-1.6914
-0.0066,-1.7573
-0.0051,-1.8013
-0.0024,-1.7793
-0.0013,-1.6914
-0.0031,-1.7353
-0.0074,-1.6694
-0.0125,-1.7793
-0.0128,-1.6694
0.0252,-1.7793
0.2488,-1.7573
0.6250,-2.0869
0.9821,-2.4165
2.0379,-2.6142
2.9565,-2.6802
4.0246,-3.1196
5.3248,-3.4492
6.2889,-4.1084
6.6735,-5.1631
6.8996,-6.1518
7.1489,-7.0747
7.3625,-7.7558
7.5408,-8.7666
7.7028,-9.2060
7.8529,-9.6455
7.9589,-10.0190
8.0323,-10.1509
8.1027,-10.6123
8.1701,-10.9858
8.2480,-11.2275
8.3143,-11.4692
8.3675,-11.8647
8.4258,-12.1723
8.4888,-12.4140
8.5475,-12.5679
8.5632,-12.9634
8.6218,-13.0952
8.6964,-13.2051
8.7233,-13.3589
8.7540,-13.4028
8.7867,-13.8642
8.8370,-14.1059
8.9121,-14.3696
8.9753,-14.5674
9.0238,-14.8750
9.0673,-15.1606
9.1325,-15.4463
9.2203,-15.4682
9.2919,-15.7099
9.3262,-15.9736
9.3689,-16.0835
9.4071,-16.2593
9.4463,-16.6108
9.4990,-16.7207
9.5539,-17.0063
9.5971,-17.0063
9.6328,-17.3579
9.6744,-17.5117
9.7225,-17.6216
9.7603,-17.6875
9.7889,-17.8633
9.8222,-17.9292
9.8517,-17.9731
9.8784,-18.2588
9.9168,-18.4126
9.9747,-18.4346
10.0402,-18.5224
10.1016,-18.7861
10.1469,-18.7422
10.1802,-18.9180
10.2061,-18.8960
10.2344,-19.0278
10.2585,-19.0718
10.2926,-19.2475
10.3287,-19.2915
10.3723,-19.2915
10.3997,-19.4892
10.4387,-19.5332
10.4854,-19.7090
10.5214,-19.9067
10.5541,-20.1924
10.5730,-20.0825
10.5494,-20.1704
10.5389,-20.2803
10.5850,-20.2803
10.5208,-20.5879
10.1938,-20.4121
9.8680,-20.5220
9.7790,-20.5659
9.7967,-20.5659
9.8174,-20.5879
9.7894,-20.6538
9.7881,-20.6977
9.8146,-20.8955
9.8789,-21.0054
9.9463,-20.9394
9.9826,-21.1592
9.9883,-21.1592
10.0006,-21.3130
9.9838,-21.3569
9.9647,-22.0381
9.6063,-26.3008
7.7000,-27.3335
4.2929,-26.6743
2.5483,-25.9272
2.1219,-25.5537
2.0762,-25.3999
2.0448,-25.3120
2.0374,-23.8179
2.0044,-22.1699
1.9358,-21.6645
1.8727,-20.6538
1.8258,-19.5771
1.7888,-18.4126
